PC Number,Date,Item,Price,Items Sold,Sold Amount,% Sales,Item Reductions,Item Refunds,Item Net Sales
355673,2020-03-25,Jelly Filled,0.0,489,0.0,0.0,0.0,0.0,0.0
355673,2020-03-25,Lemon  (D),0.0,20,0.0,0.0,0.0,0.0,0.0
355673,2020-03-25,Lucky Shamrock,0.0,115,0.0,0.0,0.0,0.0,0.0
355673,2020-03-25,Maple Frosted,0.0,359,0.0,0.0,0.0,0.0,0.0
355673,2020-03-25,Marble Frosted,0.0,2,0.0,0.0,0.0,0.0,0.0
355673,2020-03-25,Old Fashioned,0.0,361,0.0,0.0,0.0,0.0,0.0
355673,2020-03-25,Powdered,0.0,191,0.0,0.0,0.0,0.0,0.0
355673,2020-03-25,Pumpkin,0.0,1,0.0,0.0,0.0,0.0,0.0
355673,2020-03-25,Sour Cream,0.0,208,0.0,0.0,0.0,0.0,0.0
355673,2020-03-25,Sprinkles,0.0,2112,0.0,0.0,0.0,0.0,0.0
355673,2020-03-25,Strawberry Frosted,0.0,1289,0.0,0.0,0.0,0.0,0.0
355673,2020-03-25,Strawberry Frosted Sprinkles,0.0,259,0.0,0.0,0.0,0.0,0.0
355673,2020-03-25,Sugar Raised,0.0,128,0.0,0.0,0.0,0.0,0.0
355673,2020-03-25,Toasted Coconut,0.0,177,0.0,0.0,0.0,0.0,0.0
355673,2020-03-25,Vanilla Creme,0.0,1,0.0,0.0,0.0,0.0,0.0
355673,2020-03-25,Vanilla Frosted,0.0,833,0.0,0.0,0.0,0.0,0.0
355673,2020-03-25,Z-No Price Assorted.,0.0,269,0.0,0.0,0.0,0.0,0.0
355673,2020-03-25,Z-No Price Boston Kreme.,0.0,555,0.0,0.0,0.0,0.0,0.0
355673,2020-03-25,Z-No Price Chocolate Frosted.,0.0,2,0.0,0.0,0.0,0.0,0.0
355673,2020-03-25,Z-No Price Chocolate Glazed.,0.0,90,0.0,0.0,0.0,0.0,0.0
355673,2020-03-25,Z-No Price Glazed.,0.0,377,0.0,0.0,0.0,0.0,0.0
355673,2020-03-25,Z-No Price Jelly Filled.,0.0,163,0.0,0.0,0.0,0.0,0.0
355673,2020-03-25,Z-No Price Old Fashioned.,0.0,58,0.0,0.0,0.0,0.0,0.0
355673,2020-03-25,Z-No Price Strawberry Frosted.,0.0,6,0.0,0.0,0.0,0.0,0.0
355673,2020-03-25,Z-No Price Vanilla Creme,0.0,251,0.0,0.0,0.0,0.0,0.0
355673,2020-03-25,Blueberry Shot (D),0.0,1599,0.0,0.0,0.0,0.0,0.0
355673,2020-03-25,Cinnamon Shot (D),0.0,72,0.0,0.0,0.0,0.0,0.0
355673,2020-03-25,Coconut Shot (D),0.0,1399,0.0,0.0,0.0,0.0,0.0
355673,2020-03-25,French Vanilla Shot (D),0.0,2922,0.0,0.0,0.0,0.0,0.0
355673,2020-03-25,Hazelnut Shot (D),0.0,2514,0.0,0.0,0.0,0.0,0.0
355673,2020-03-25,Raspberry Shot (D),0.0,629,0.0,0.0,0.0,0.0,0.0
355673,2020-03-25,Toasted Almond Shot (D),0.0,915,0.0,0.0,0.0,0.0,0.0
355673,2020-03-25,z-No Price Blueberry Muffin,0.0,386,0.0,0.0,0.0,0.0,0.0
355673,2020-03-25,z-No Price Coffee Cake Muffin,0.0,152,0.0,0.0,0.0,0.0,0.0
355673,2020-03-25,z-No Price Corn Muffin,0.0,26,0.0,0.0,0.0,0.0,0.0
355673,2020-03-25,z-No Price Pumpkin Muffin,0.0,43,0.0,0.0,0.0,0.0,0.0
355673,2020-03-25,1 Muffin Warmed,1.79,38,68.02,0.02,0.0,0.0,68.02
355673,2020-03-25,"12 Muffins, Item Only",18.99,2,37.98,0.01,0.0,0.0,37.98
355673,2020-03-25,4 Muffins,7.16,17,121.72,0.03,0.0,0.0,121.72
355673,2020-03-25,"6 Muffins, Item Only",10.74,3,32.22,0.01,0.0,0.0,32.22
355673,2020-03-25,"Muffin, Item Only, No Flavor",1.69,1130,1909.7,0.43,5.76,1.69,1902.25
355673,2020-03-25,Protein Muffin,1.99,86,171.14,0.04,0.4,0.0,170.74
355673,2020-03-25,"Dunkin Bowls, Chorizo Burrito",5.09,105,534.45,0.12,0.0,0.0,534.45
355673,2020-03-25,"Dunkin Bowls, Egg White",5.29,67,354.43,0.08,0.26,0.0,354.17
355673,2020-03-25,"Dunkin Bowls, Sausage Egg Scramble",5.29,112,592.48,0.13,0.0,0.0,592.48
355673,2020-03-25,"Dunkin Bowls, Veggie Burrito",5.09,76,386.84,0.09,0.0,0.0,386.84
355673,2020-03-25,"1 Lb. Coffee - Ground, Dark Roast Grnd",6.99,14,97.86,0.02,14.96,0.0,82.9
355673,2020-03-25,"1 Lb. Coffee - Ground, Dark Roast Grnd",8.99,10,89.9,0.02,15.94,0.0,73.96
355673,2020-03-25,"1 Lb. Coffee - Ground, Decaf Grnd",6.99,26,181.74,0.04,8.95,0.0,172.79
355673,2020-03-25,"1 Lb. Coffee - Ground, Decaf Grnd",8.99,15,134.85,0.03,21.42,0.0,113.43
355673,2020-03-25,"1 Lb. Coffee - Ground, Fr Van Grnd",6.99,16,111.84,0.03,27.96,0.0,83.88
355673,2020-03-25,"1 Lb. Coffee - Ground, Fr Van Grnd",8.99,6,53.94,0.01,12.95,0.0,40.99
355673,2020-03-25,"1 Lb. Coffee - Ground, Hazelnut Grnd",6.99,14,97.86,0.02,6.99,0.0,90.87
355673,2020-03-25,"1 Lb. Coffee - Ground, Hazelnut Grnd",8.99,4,35.96,0.01,12.47,0.0,23.49
355673,2020-03-25,"1 Lb. Coffee - Ground, Original Blnd Grnd",6.99,89,622.11,0.14,88.65,0.0,533.46
355673,2020-03-25,"1 Lb. Coffee - Ground, Original Blnd Grnd",8.99,44,395.56,0.09,51.81,0.0,343.75
355673,2020-03-25,"1 Lb. Coffee - Whole Bean, Original Blend Whole Bean",6.99,27,188.73,0.04,51.87,0.0,136.86
355673,2020-03-25,"1 Lb. Coffee - Whole Bean, Original Blend Whole Bean",8.99,5,44.95,0.01,11.98,0.0,32.97
355673,2020-03-25,3 Lbs. Coffee for $19.99,19.99,2,39.98,0.01,0.0,0.0,39.98
355673,2020-03-25,"K-Cup 12 Count, Dark Roast",7.99,8,63.92,0.01,1.48,0.0,62.44
355673,2020-03-25,"K-Cup 12 Count, Dark Roast",8.99,1,8.99,0.0,0.0,0.0,8.99
355673,2020-03-25,"K-Cup 12 Count, Decaf",7.99,5,39.95,0.01,2.48,0.0,37.47
355673,2020-03-25,"K-Cup 12 Count, Decaf",8.99,2,17.98,0.0,0.0,0.0,17.98
355673,2020-03-25,"K-Cup 12 Count, French Vanilla",7.99,17,135.83,0.03,2.97,0.0,132.86
355673,2020-03-25,"K-Cup 12 Count, French Vanilla",8.99,6,53.94,0.01,2.99,0.0,50.95
355673,2020-03-25,"K-Cup 12 Count, Hazelnut",8.99,1,8.99,0.0,0.0,0.0,8.99
355673,2020-03-25,"K-Cup 12 Count, Original",7.99,32,255.68,0.06,6.93,0.0,248.75
355673,2020-03-25,"K-Cup 12 Count, Original",8.99,21,188.79,0.04,11.96,0.0,176.83
355673,2020-03-25,2019 Donut Ornament,9.99,9,89.91,0.02,0.0,9.99,79.92
355673,2020-03-25,2019 Dunkin' Tervis 16oz,13.99,1,13.99,0.0,0.0,0.0,13.99
355673,2020-03-25,2019 Elf on the Shelf Ornament,9.99,12,119.88,0.03,0.0,9.99,109.89
355673,2020-03-25,2019 Metallic Soft Touch Acrylic,10.99,7,76.93,0.02,0.0,0.0,76.93
355673,2020-03-25,2019 Peppermint Lip Balm,5.99,12,71.88,0.02,0.3,0.0,71.58
355673,2020-03-25,2019 Single Serve Stainless Tumbler,12.99,8,103.92,0.02,0.65,0.0,103.27
355673,2020-03-25,2019 Stainless Fall Americana Tumbler,14.99,12,179.88,0.04,0.0,0.0,179.88
355673,2020-03-25,2019 Stainless Latte Tumbler,10.99,8,87.92,0.02,0.0,0.0,87.92
355673,2020-03-25,2019 Stainless Tumbler with Handle,16.99,10,169.9,0.04,0.0,0.0,169.9
355673,2020-03-25,2019 Summer Koozie,5.99,11,65.89,0.01,0.0,0.0,65.89
355673,2020-03-25,2019 Wake Up Drink Dunkin Ceramic Mug,10.99,7,76.93,0.02,0.0,0.0,76.93
355673,2020-03-25,24oz Orange Iced Bev Sipper,8.99,1,8.99,0.0,0.0,0.0,8.99
355673,2020-03-25,Gift Bag/Basket $19.99,19.99,5,99.95,0.02,0.0,0.0,99.95
355673,2020-03-25,Holiday 2018 Ceramic Mug,7.99,1,7.99,0.0,0.0,0.0,7.99
355673,2020-03-25,6 Piece Hash Brown,0.99,5745,5687.55,1.29,2.45,13.86,5671.24
355673,2020-03-25,Add 6 Piece Hash Brown,0.99,539,533.61,0.12,0.6,0.0,533.01
355673,2020-03-25,"Wrap, Item BYO, Bacon, EWVeggie, American Cheese",1.99,10,19.9,0.0,0.0,0.0,19.9
355673,2020-03-25,"Wrap, Item BYO, Bacon, Fried Egg, American Cheese",1.99,2659,5291.41,1.2,3.9,3.98,5283.53
355673,2020-03-25,"Wrap, Item BYO, Bacon, Fried Egg, No Cheese",1.99,59,117.41,0.03,0.2,0.0,117.21
355673,2020-03-25,"Wrap, Item BYO, Bacon, Fried Egg, White Cheddar",1.99,2,3.98,0.0,0.0,0.0,3.98
355673,2020-03-25,"Wrap, Item BYO, Bacon, NoEgg, American Cheese",1.99,9,17.91,0.0,0.0,0.0,17.91
355673,2020-03-25,"Wrap, Item BYO, Beyond Sausage, EWVeggie, American Cheese",2.49,1,2.49,0.0,0.0,0.0,2.49
355673,2020-03-25,"Wrap, Item BYO, Beyond Sausage, Fried Egg, American Cheese",2.49,22,54.78,0.01,0.0,0.0,54.78
355673,2020-03-25,"Wrap, Item BYO, Beyond Sausage, Fried Egg, No Cheese",2.49,1,2.49,0.0,0.0,0.0,2.49
355673,2020-03-25,"Wrap, Item BYO, Beyond Sausage, Fried Egg, White Cheddar",2.49,12,29.88,0.01,0.0,0.0,29.88
355673,2020-03-25,"Wrap, Item BYO, Ham, EWVeggie, American Cheese",1.99,3,5.97,0.0,0.0,0.0,5.97
355673,2020-03-25,"Wrap, Item BYO, Ham, Fried Egg, American Cheese",1.99,387,770.13,0.17,1.4,0.0,768.73
355673,2020-03-25,"Wrap, Item BYO, Ham, Fried Egg, No Cheese",1.99,57,113.43,0.03,0.0,0.0,113.43
355673,2020-03-25,"Wrap, Item BYO, Ham, NoEgg, American Cheese",1.99,212,421.88,0.1,0.0,0.0,421.88
355673,2020-03-25,"Wrap, Item BYO, Maple Sausage, Fried Egg, American Cheese",1.99,2,3.98,0.0,0.0,0.0,3.98
355673,2020-03-25,"Wrap, Item BYO, Maple Sugar Bacon, Fried Egg, American Cheese",1.99,29,57.71,0.01,0.0,0.0,57.71
355673,2020-03-25,"Wrap, Item BYO, No Meat, EWVeggie, American Cheese",1.99,156,310.44,0.07,0.1,0.0,310.34
355673,2020-03-25,"Wrap, Item BYO, No Meat, EWVeggie, No Cheese",1.79,2,3.58,0.0,0.0,0.0,3.58
355673,2020-03-25,"Wrap, Item BYO, No Meat, EWVeggie, White Cheddar",1.79,31,55.49,0.01,0.0,0.0,55.49
355673,2020-03-25,"Wrap, Item BYO, No Meat, Fried Egg, American Cheese",1.79,4538,8123.02,1.85,3339.75,7.16,4779.27
355673,2020-03-25,"Wrap, Item BYO, No Meat, Fried Egg, No Cheese",1.79,64,114.56,0.03,46.61,0.0,67.95
355673,2020-03-25,"Wrap, Item BYO, No Meat, Fried Egg, White Cheddar",1.79,3,5.37,0.0,1.58,0.0,3.79
355673,2020-03-25,"Wrap, Item BYO, No Meat, NoEgg, American Cheese",1.79,4,7.16,0.0,3.16,0.0,4.0
355673,2020-03-25,"Wrap, Item BYO, Sausage, EWVeggie, American Cheese",1.99,5,9.95,0.0,0.0,0.0,9.95
355673,2020-03-25,"Wrap, Item BYO, Sausage, Fried Egg, American Cheese",1.99,1146,2280.54,0.52,262.95,1.99,2015.6
355673,2020-03-25,"Wrap, Item BYO, Sausage, Fried Egg, No Cheese",1.99,34,67.66,0.02,9.8,0.0,57.86
355673,2020-03-25,"Wrap, Item BYO, Sausage, Fried Egg, White Cheddar",1.99,2,3.98,0.0,0.98,0.0,3.0
355673,2020-03-25,"Wrap, Item BYO, Sausage, NoEgg, American Cheese",1.99,24,47.76,0.01,0.0,0.0,47.76
355673,2020-03-25,"Wrap, Item BYO, Sweet Black Pepper Bacon, Fried Egg, American Cheese",1.99,50,99.5,0.02,0.2,0.0,99.3
355673,2020-03-25,"Wrap, Item BYO, Sweet Black Pepper Bacon, Fried Egg, No Cheese",1.99,5,9.95,0.0,0.0,0.0,9.95
355673,2020-03-25,"Wrap, Item BYO, Sweet Black Pepper Bacon, Fried Egg, White Cheddar",1.99,26,51.74,0.01,0.0,0.0,51.74
355673,2020-03-25,"Wrap, Item BYO, Turkey Sausage , EWVeggie, American Cheese",1.99,11,21.89,0.0,0.0,0.0,21.89
355673,2020-03-25,"Wrap, Item BYO, Turkey Sausage , Fried Egg, American Cheese",1.99,341,678.59,0.15,0.39,0.0,678.2
355673,2020-03-25,"Wrap, Item BYO, Turkey Sausage , Fried Egg, No Cheese",1.99,6,11.94,0.0,0.0,0.0,11.94
355673,2020-03-25,"Wrap, Item BYO, Turkey Sausage , NoEgg, American Cheese",1.99,4,7.96,0.0,0.1,0.0,7.86
355673,2020-03-25,"Beyond Sausage Breakfast Sandwich, EWOmlVeggie, American, Bagel",5.19,1,5.19,0.0,0.0,0.0,5.19
355673,2020-03-25,"Beyond Sausage Breakfast Sandwich, EWOmlVeggie, American, Croissant",5.19,3,15.57,0.0,0.0,0.0,15.57
355673,2020-03-25,"Beyond Sausage Breakfast Sandwich, EWOmlVeggie, American, English Muffin",5.19,22,114.18,0.03,0.26,0.0,113.92
355673,2020-03-25,"Beyond Sausage Breakfast Sandwich, EWOmlVeggie, American, Multigrain Thin",5.19,7,36.33,0.01,0.0,0.0,36.33
355673,2020-03-25,"Beyond Sausage Breakfast Sandwich, EWOmlVeggie, NoCheese, Multigrain Thin",5.19,3,15.57,0.0,0.0,0.0,15.57
355673,2020-03-25,"Beyond Sausage Breakfast Sandwich, EWOmlVeggie, White Cheddar, Croissant",5.19,2,10.38,0.0,0.0,0.0,10.38
355673,2020-03-25,"Beyond Sausage Breakfast Sandwich, EWOmlVeggie, White Cheddar, English Muffin",5.19,3,15.57,0.0,0.0,0.0,15.57
355673,2020-03-25,"Beyond Sausage Breakfast Sandwich, EWOmlVeggie, White Cheddar, Multigrain Thin",5.19,2,10.38,0.0,0.0,0.0,10.38
355673,2020-03-25,"Beyond Sausage Breakfast Sandwich, EWOmlVeggie, White Cheddar, Sub Egg for Bread",5.19,1,5.19,0.0,0.0,0.0,5.19
355673,2020-03-25,"Beyond Sausage Breakfast Sandwich, Fried Egg, American, Bagel",5.19,16,83.04,0.02,0.0,0.0,83.04
355673,2020-03-25,"Beyond Sausage Breakfast Sandwich, Fried Egg, American, Croissant",5.19,33,171.27,0.04,0.78,0.0,170.49
355673,2020-03-25,"Beyond Sausage Breakfast Sandwich, Fried Egg, American, English Muffin",5.19,557,2890.83,0.66,5.48,5.19,2880.16
355673,2020-03-25,"Beyond Sausage Breakfast Sandwich, Fried Egg, American, Multigrain Thin",5.19,5,25.95,0.01,0.0,0.0,25.95
355673,2020-03-25,"Beyond Sausage Breakfast Sandwich, Fried Egg, American, Sub Egg for Bread",5.19,2,10.38,0.0,0.0,0.0,10.38
355673,2020-03-25,"Beyond Sausage Breakfast Sandwich, Fried Egg, NoCheese, Croissant",5.19,1,5.19,0.0,0.0,0.0,5.19
355673,2020-03-25,"Beyond Sausage Breakfast Sandwich, Fried Egg, NoCheese, English Muffin",5.19,37,192.03,0.04,0.26,0.0,191.77
355673,2020-03-25,"Beyond Sausage Breakfast Sandwich, Fried Egg, NoCheese, Multigrain Thin",5.19,1,5.19,0.0,0.0,0.0,5.19
355673,2020-03-25,"Beyond Sausage Breakfast Sandwich, Fried Egg, White Cheddar, Bagel",5.19,4,20.76,0.0,0.0,0.0,20.76
355673,2020-03-25,"Beyond Sausage Breakfast Sandwich, Fried Egg, White Cheddar, Croissant",5.19,14,72.66,0.02,0.78,0.0,71.88
355673,2020-03-25,"Beyond Sausage Breakfast Sandwich, Fried Egg, White Cheddar, English Muffin",5.19,188,975.72,0.22,1.31,10.38,964.03
355673,2020-03-25,"Beyond Sausage Breakfast Sandwich, Fried Egg, White Cheddar, Multigrain Thin",5.19,2,10.38,0.0,0.0,0.0,10.38
355673,2020-03-25,"Beyond Sausage Breakfast Sandwich, Fried Egg, White Cheddar, Sub Egg for Bread",5.19,2,10.38,0.0,0.0,0.0,10.38
355673,2020-03-25,"Beyond Sausage Breakfast Sandwich, Fried Egg, White Cheddar, Texas Toast",5.19,1,5.19,0.0,0.0,0.0,5.19
355673,2020-03-25,"Beyond Sausage Breakfast Sandwich, NoEgg, American, Bagel",5.19,1,5.19,0.0,0.0,0.0,5.19
355673,2020-03-25,"Beyond Sausage Breakfast Sandwich, NoEgg, American, English Muffin",5.19,5,25.95,0.01,0.0,0.0,25.95
355673,2020-03-25,"Beyond Sausage Breakfast Sandwich, NoEgg, NoCheese, Bagel",5.19,3,15.57,0.0,0.0,0.0,15.57
355673,2020-03-25,"Beyond Sausage Breakfast Sandwich, NoEgg, NoCheese, English Muffin",5.19,50,259.5,0.06,0.0,0.0,259.5
355673,2020-03-25,"Beyond Sausage Breakfast Sandwich, NoEgg, White Cheddar, English Muffin",5.19,8,41.52,0.01,0.0,0.0,41.52
355673,2020-03-25,"Egg & Chz, Item BYO, EWOmlVeggie, American, Bagel",4.29,10,42.9,0.01,0.0,0.0,42.9
355673,2020-03-25,"Egg & Chz, Item BYO, EWOmlVeggie, American, Croissant",4.29,7,30.03,0.01,0.0,4.29,25.74
355673,2020-03-25,"Egg & Chz, Item BYO, EWOmlVeggie, American, English Muffin",4.29,12,51.48,0.01,0.0,0.0,51.48
355673,2020-03-25,"Egg & Chz, Item BYO, EWOmlVeggie, American, Multigrain Thin",3.49,36,125.64,0.03,0.0,0.0,125.64
355673,2020-03-25,"Egg & Chz, Item BYO, EWOmlVeggie, NoCheese, Bagel",4.29,6,25.74,0.01,0.22,0.0,25.52
355673,2020-03-25,"Egg & Chz, Item BYO, EWOmlVeggie, NoCheese, Croissant",4.29,5,21.45,0.0,0.0,0.0,21.45
355673,2020-03-25,"Egg & Chz, Item BYO, EWOmlVeggie, NoCheese, English Muffin",4.29,1,4.29,0.0,0.0,0.0,4.29
355673,2020-03-25,"Egg & Chz, Item BYO, EWOmlVeggie, NoCheese, Multigrain Thin",3.49,3,10.47,0.0,0.19,0.0,10.28
355673,2020-03-25,"Egg & Chz, Item BYO, EWOmlVeggie, White Cheddar, Bagel",4.29,4,17.16,0.0,0.0,0.0,17.16
355673,2020-03-25,"Egg & Chz, Item BYO, EWOmlVeggie, White Cheddar, Croissant",4.29,3,12.87,0.0,0.0,0.0,12.87
355673,2020-03-25,"Egg & Chz, Item BYO, EWOmlVeggie, White Cheddar, Multigrain Thin",3.49,7,24.43,0.01,0.0,0.0,24.43
355673,2020-03-25,"Egg & Chz, Item BYO, Fried Egg, American, Bagel",3.29,237,779.73,0.18,0.48,6.58,772.67
355673,2020-03-25,"Egg & Chz, Item BYO, Fried Egg, American, Croissant",3.29,709,2332.61,0.53,1.0,3.29,2328.32
355673,2020-03-25,"Egg & Chz, Item BYO, Fried Egg, American, English Muffin",3.29,826,2717.54,0.62,5.15,36.19,2676.2
355673,2020-03-25,"Egg & Chz, Item BYO, Fried Egg, American, Multigrain Thin",2.69,1,2.69,0.0,0.0,0.0,2.69
355673,2020-03-25,"Egg & Chz, Item BYO, Fried Egg, American, Sub Egg for Bread",3.29,2,6.58,0.0,0.16,0.0,6.42
355673,2020-03-25,"Egg & Chz, Item BYO, Fried Egg, American, Texas Toast",3.29,7,23.03,0.01,0.0,0.0,23.03
355673,2020-03-25,"Egg & Chz, Item BYO, Fried Egg, NoCheese, Bagel",3.29,26,85.54,0.02,0.0,0.0,85.54
355673,2020-03-25,"Egg & Chz, Item BYO, Fried Egg, NoCheese, Croissant",3.29,37,121.73,0.03,0.16,0.0,121.57
355673,2020-03-25,"Egg & Chz, Item BYO, Fried Egg, NoCheese, English Muffin",3.29,35,115.15,0.03,0.16,0.0,114.99
355673,2020-03-25,"Egg & Chz, Item BYO, Fried Egg, White Cheddar, English Muffin",3.29,1,3.29,0.0,0.0,0.0,3.29
355673,2020-03-25,"Egg & Chz, Item BYO, NoEgg, American, Bagel",3.29,1,3.29,0.0,0.0,0.0,3.29
355673,2020-03-25,"Egg & Chz, Item BYO, NoEgg, American, Croissant",3.29,5,16.45,0.0,0.0,0.0,16.45
355673,2020-03-25,"Egg & Chz, Item BYO, NoEgg, American, English Muffin",3.29,1,3.29,0.0,0.0,0.0,3.29
355673,2020-03-25,"Big N Toasted, Item BYO, 2FrdEggs, Bacon Amr, Bagel",4.49,13,58.37,0.01,0.0,0.0,58.37
355673,2020-03-25,"Big N Toasted, Item BYO, 2FrdEggs, Bacon Amr, Croissant",4.49,11,49.39,0.01,0.0,0.0,49.39
355673,2020-03-25,"Big N Toasted, Item BYO, 2FrdEggs, Bacon Amr, English Muffin",4.49,1,4.49,0.0,0.0,0.0,4.49
355673,2020-03-25,"Big N Toasted, Item BYO, 2FrdEggs, Bacon Amr, Multigrain Thin",4.49,1,4.49,0.0,0.0,0.0,4.49
355673,2020-03-25,"Big N Toasted, Item BYO, 2FrdEggs, Bacon Amr, Sub Egg for Bread",4.49,1,4.49,0.0,0.0,0.0,4.49
355673,2020-03-25,"Big N Toasted, Item BYO, 2FrdEggs, Bacon Amr, Texas Toast",4.49,315,1414.35,0.32,0.0,0.0,1414.35
355673,2020-03-25,"Big N Toasted, Item BYO, 2FrdEggs, Double Ham, Texas Toast",4.49,23,103.27,0.02,0.0,0.0,103.27
355673,2020-03-25,"Big N Toasted, Item BYO, 2FrdEggs, No Meat, Texas Toast",4.49,7,31.43,0.01,0.0,0.0,31.43
355673,2020-03-25,"Big N Toasted, Item BYO, 2FrdEggs, Single Sausage, Bagel",4.49,1,4.49,0.0,0.0,0.0,4.49
355673,2020-03-25,"Big N Toasted, Item BYO, 2FrdEggs, Single Sausage, Croissant",4.49,2,8.98,0.0,0.0,0.0,8.98
355673,2020-03-25,"Big N Toasted, Item BYO, 2FrdEggs, Single Sausage, Texas Toast",4.49,40,179.6,0.04,0.0,0.0,179.6
355673,2020-03-25,"Big N Toasted, Item BYO, EWOmlVeggie, Bacon Amr, Texas Toast",4.49,1,4.49,0.0,0.0,0.0,4.49
355673,2020-03-25,"Big N Toasted, Item BYO, NoEgg, Bacon Amr, Bagel",4.49,9,40.41,0.01,0.0,0.0,40.41
355673,2020-03-25,"Big N Toasted, Item BYO, NoEgg, Bacon Amr, Texas Toast",4.49,3,13.47,0.0,0.0,0.0,13.47
355673,2020-03-25,"Double Sausage Breakfast Sandwich, Fried Egg, American, Bagel",4.79,6,28.74,0.01,0.0,0.0,28.74
355673,2020-03-25,"Double Sausage Breakfast Sandwich, Fried Egg, American, Croissant",4.79,4,19.16,0.0,0.0,0.0,19.16
355673,2020-03-25,"Double Sausage Breakfast Sandwich, Fried Egg, American, English Muffin",4.79,1,4.79,0.0,0.0,0.0,4.79
355673,2020-03-25,"Double Sausage Breakfast Sandwich, Fried Egg, American, Multigrain Thin",4.79,1,4.79,0.0,0.0,0.0,4.79
355673,2020-03-25,"Double Sausage Breakfast Sandwich, Fried Egg, NoCheese, Bagel",4.79,1,4.79,0.0,0.0,0.0,4.79
355673,2020-03-25,"Double Sausage Breakfast Sandwich, Fried Egg, White Cheddar, Croissant",4.79,2,9.58,0.0,0.0,0.0,9.58
355673,2020-03-25,"Double Sausage Breakfast Sandwich, NoEgg, American, Bagel",4.79,5,23.95,0.01,0.0,0.0,23.95
355673,2020-03-25,"Double Sausage Breakfast Sandwich, NoEgg, American, English Muffin",4.79,1,4.79,0.0,0.0,0.0,4.79
355673,2020-03-25,"Egg Bcn & Chz, Item BYO, EWOmlVeggie, American, Bagel",4.29,2,8.58,0.0,0.0,0.0,8.58
355673,2020-03-25,"Egg Bcn & Chz, Item BYO, EWOmlVeggie, American, Croissant",4.29,1,4.29,0.0,0.0,0.0,4.29
355673,2020-03-25,"Egg Bcn & Chz, Item BYO, EWOmlVeggie, American, English Muffin",4.29,2,8.58,0.0,0.0,0.0,8.58
355673,2020-03-25,"Egg Bcn & Chz, Item BYO, EWOmlVeggie, American, Multigrain Thin",4.29,5,21.45,0.0,0.0,0.0,21.45
355673,2020-03-25,"Egg Bcn & Chz, Item BYO, EWOmlVeggie, NoCheese, Multigrain Thin",4.29,1,4.29,0.0,0.0,0.0,4.29
355673,2020-03-25,"Egg Bcn & Chz, Item BYO, Fried Egg, American, Bagel",3.99,2940,11730.6,2.66,1572.5,43.89,10123.15
355673,2020-03-25,"Egg Bcn & Chz, Item BYO, Fried Egg, American, Croissant",3.99,3571,14248.29,3.24,3853.52,7.98,10389.77
355673,2020-03-25,"Egg Bcn & Chz, Item BYO, Fried Egg, American, English Muffin",3.99,286,1141.14,0.26,87.07,0.0,1054.07
355673,2020-03-25,"Egg Bcn & Chz, Item BYO, Fried Egg, American, Multigrain Thin",3.49,3,10.47,0.0,1.98,0.0,8.49
355673,2020-03-25,"Egg Bcn & Chz, Item BYO, Fried Egg, American, Sub Egg for Bread",3.99,5,19.95,0.0,4.67,0.0,15.28
355673,2020-03-25,"Egg Bcn & Chz, Item BYO, Fried Egg, American, Texas Toast",3.99,5,19.95,0.0,0.0,0.0,19.95
355673,2020-03-25,"Egg Bcn & Chz, Item BYO, Fried Egg, NoCheese, Bagel",3.99,131,522.69,0.12,43.87,0.0,478.82
355673,2020-03-25,"Egg Bcn & Chz, Item BYO, Fried Egg, NoCheese, Croissant",3.99,122,486.78,0.11,95.69,0.0,391.09
355673,2020-03-25,"Egg Bcn & Chz, Item BYO, Fried Egg, NoCheese, English Muffin",3.99,14,55.86,0.01,8.94,0.0,46.92
355673,2020-03-25,"Egg Bcn & Chz, Item BYO, Fried Egg, NoCheese, Multigrain Thin",3.49,1,3.49,0.0,0.0,0.0,3.49
355673,2020-03-25,"Egg Bcn & Chz, Item BYO, Fried Egg, White Cheddar, Bagel",3.69,4,14.76,0.0,3.67,0.0,11.09
355673,2020-03-25,"Egg Bcn & Chz, Item BYO, Fried Egg, White Cheddar, Croissant",3.69,1,3.69,0.0,0.0,0.0,3.69
355673,2020-03-25,"Egg Bcn & Chz, Item BYO, NoEgg, American, Bagel",3.69,30,110.7,0.03,8.83,0.0,101.87
355673,2020-03-25,"Egg Bcn & Chz, Item BYO, NoEgg, American, Croissant",3.69,51,188.19,0.04,32.83,0.0,155.36
355673,2020-03-25,"Egg Bcn & Chz, Item BYO, NoEgg, American, English Muffin",3.69,1,3.69,0.0,0.0,0.0,3.69
355673,2020-03-25,"Egg Bcn & Chz, Item BYO, NoEgg, American, Multigrain Thin",3.49,1,3.49,0.0,0.0,0.0,3.49
355673,2020-03-25,"Egg Bcn & Chz, Item BYO, NoEgg, American, Texas Toast",3.69,1,3.69,0.0,0.0,0.0,3.69
355673,2020-03-25,"Egg Bcn & Chz, Item BYO, NoEgg, NoCheese, Bagel",3.69,3,11.07,0.0,1.41,0.0,9.66
355673,2020-03-25,"Egg Bcn & Chz, Item BYO, NoEgg, NoCheese, Croissant",3.69,7,25.83,0.01,4.76,0.0,21.07
355673,2020-03-25,"Egg Ham & Chz, Item BYO, EWOmlVeggie, American, English Muffin",4.29,1,4.29,0.0,0.0,0.0,4.29
