PC Number,Date,Item,Price,Items Sold,Sold Amount,% Sales,Item Reductions,Item Refunds,Item Net Sales
355673,2020-03-25,"Egg Ham & Chz, Item BYO, Fried Egg, American, Bagel",3.99,103,410.97,0.09,0.4,0.0,410.57
355673,2020-03-25,"Egg Ham & Chz, Item BYO, Fried Egg, American, Croissant",3.99,283,1129.17,0.26,1.0,0.0,1128.17
355673,2020-03-25,"Egg Ham & Chz, Item BYO, Fried Egg, American, English Muffin",3.99,988,3942.12,0.9,2.21,3.99,3935.92
355673,2020-03-25,"Egg Ham & Chz, Item BYO, Fried Egg, American, Sub Egg for Bread",3.99,2,7.98,0.0,0.0,0.0,7.98
355673,2020-03-25,"Egg Ham & Chz, Item BYO, Fried Egg, NoCheese, Bagel",3.69,3,11.07,0.0,0.0,0.0,11.07
355673,2020-03-25,"Egg Ham & Chz, Item BYO, Fried Egg, NoCheese, Croissant",3.69,9,33.21,0.01,0.18,0.0,33.03
355673,2020-03-25,"Egg Ham & Chz, Item BYO, Fried Egg, NoCheese, English Muffin",3.69,16,59.04,0.01,0.19,0.0,58.85
355673,2020-03-25,"Egg Ham & Chz, Item BYO, NoEgg, American, Bagel",3.69,13,47.97,0.01,0.0,0.0,47.97
355673,2020-03-25,"Egg Ham & Chz, Item BYO, NoEgg, American, Croissant",3.69,118,435.42,0.1,0.18,0.0,435.24
355673,2020-03-25,"Egg Ham & Chz, Item BYO, NoEgg, American, English Muffin",3.69,59,217.71,0.05,0.0,0.0,217.71
355673,2020-03-25,"Egg Ham & Chz, Item BYO, NoEgg, American, Multigrain Thin",3.49,1,3.49,0.0,0.0,0.0,3.49
355673,2020-03-25,"Egg Ham & Chz, Item BYO, NoEgg, NoCheese, Croissant",3.69,3,11.07,0.0,0.0,0.0,11.07
355673,2020-03-25,"Egg Ham & Chz, Item BYO, NoEgg, NoCheese, English Muffin",3.69,1,3.69,0.0,0.0,0.0,3.69
355673,2020-03-25,"Egg Ssg & Chz, Item BYO, EWOmlVeggie, American, Bagel",4.29,1,4.29,0.0,0.0,0.0,4.29
355673,2020-03-25,"Egg Ssg & Chz, Item BYO, EWOmlVeggie, American, Croissant",4.29,5,21.45,0.0,0.0,0.0,21.45
355673,2020-03-25,"Egg Ssg & Chz, Item BYO, EWOmlVeggie, American, Multigrain Thin",4.29,1,4.29,0.0,0.0,0.0,4.29
355673,2020-03-25,"Egg Ssg & Chz, Item BYO, Fried Egg, American, Bagel",3.99,553,2206.47,0.5,2.0,0.0,2204.47
355673,2020-03-25,"Egg Ssg & Chz, Item BYO, Fried Egg, American, Croissant",3.99,2121,8462.79,1.92,7.61,35.91,8419.27
355673,2020-03-25,"Egg Ssg & Chz, Item BYO, Fried Egg, American, English Muffin",3.99,442,1763.58,0.4,1.4,0.0,1762.18
355673,2020-03-25,"Egg Ssg & Chz, Item BYO, Fried Egg, American, Multigrain Thin",3.49,4,13.96,0.0,0.0,0.0,13.96
355673,2020-03-25,"Egg Ssg & Chz, Item BYO, Fried Egg, American, Sub Egg for Bread",3.99,4,15.96,0.0,0.0,0.0,15.96
355673,2020-03-25,"Egg Ssg & Chz, Item BYO, Fried Egg, American, Texas Toast",3.99,3,11.97,0.0,0.0,0.0,11.97
355673,2020-03-25,"Egg Ssg & Chz, Item BYO, Fried Egg, NoCheese, Bagel",3.99,40,159.6,0.04,0.0,0.0,159.6
355673,2020-03-25,"Egg Ssg & Chz, Item BYO, Fried Egg, NoCheese, Croissant",3.99,148,590.52,0.13,0.4,0.0,590.12
355673,2020-03-25,"Egg Ssg & Chz, Item BYO, Fried Egg, NoCheese, English Muffin",3.99,44,175.56,0.04,0.2,0.0,175.36
355673,2020-03-25,"Egg Ssg & Chz, Item BYO, Fried Egg, NoCheese, Sub Egg for Bread",3.99,2,7.98,0.0,0.0,0.0,7.98
355673,2020-03-25,"Egg Ssg & Chz, Item BYO, Fried Egg, NoCheese, Texas Toast",4.29,1,4.29,0.0,0.0,0.0,4.29
355673,2020-03-25,"Egg Ssg & Chz, Item BYO, Fried Egg, White Cheddar, Croissant",3.69,1,3.69,0.0,0.0,0.0,3.69
355673,2020-03-25,"Egg Ssg & Chz, Item BYO, NoEgg, American, Bagel",3.69,28,103.32,0.02,0.0,0.0,103.32
355673,2020-03-25,"Egg Ssg & Chz, Item BYO, NoEgg, American, Croissant",3.69,75,276.75,0.06,0.36,0.0,276.39
355673,2020-03-25,"Egg Ssg & Chz, Item BYO, NoEgg, American, English Muffin",3.69,21,77.49,0.02,0.0,0.0,77.49
355673,2020-03-25,"Egg Ssg & Chz, Item BYO, NoEgg, American, Multigrain Thin",3.49,1,3.49,0.0,0.0,0.0,3.49
355673,2020-03-25,"Egg Ssg & Chz, Item BYO, NoEgg, NoCheese, Bagel",3.69,2,7.38,0.0,0.0,0.0,7.38
355673,2020-03-25,"Egg Ssg & Chz, Item BYO, NoEgg, NoCheese, Croissant",3.69,10,36.9,0.01,0.0,0.0,36.9
355673,2020-03-25,"Egg Ssg & Chz, Item BYO, NoEgg, NoCheese, English Muffin",3.69,12,44.28,0.01,0.0,0.0,44.28
355673,2020-03-25,"Glazed Donut Breakfast Sandwich, Fried Egg, Beyond Sausage, American",5.19,1,5.19,0.0,0.0,0.0,5.19
355673,2020-03-25,"Maple Sugar Bacon Sandwich , EWOmlVeggie, American, Bagel",3.79,1,3.79,0.0,0.0,0.0,3.79
355673,2020-03-25,"Maple Sugar Bacon Sandwich , Fried Egg, American, Bagel",4.29,14,60.06,0.01,0.0,0.0,60.06
355673,2020-03-25,"Maple Sugar Bacon Sandwich , Fried Egg, American, Croissant",4.29,316,1355.64,0.31,0.63,0.0,1355.01
355673,2020-03-25,"Maple Sugar Bacon Sandwich , Fried Egg, American, English Muffin",4.29,2,8.58,0.0,0.0,0.0,8.58
355673,2020-03-25,"Maple Sugar Bacon Sandwich , Fried Egg, American, Multigrain Thin",3.99,1,3.99,0.0,0.0,0.0,3.99
355673,2020-03-25,"Maple Sugar Bacon Sandwich , Fried Egg, NoCheese, Croissant",3.79,5,18.95,0.0,0.0,0.0,18.95
355673,2020-03-25,"Maple Sugar Bacon Sandwich , NoEgg, American, Croissant",3.79,14,53.06,0.01,0.0,0.0,53.06
355673,2020-03-25,"Steak Breakfast Sandwich, EWOmlVeggie, White Cheddar, Multigrain Thin",3.99,1,3.99,0.0,0.0,0.0,3.99
355673,2020-03-25,"Sweet Black Pepper Bacon Sandwich, EWOmlVeggie, White Cheddar, Croissant",3.79,1,3.79,0.0,0.0,0.0,3.79
355673,2020-03-25,"Sweet Black Pepper Bacon Sandwich, Fried Egg, American, Bagel",4.29,24,102.96,0.02,0.0,0.0,102.96
355673,2020-03-25,"Sweet Black Pepper Bacon Sandwich, Fried Egg, American, Croissant",3.79,24,90.96,0.02,0.19,0.0,90.77
355673,2020-03-25,"Sweet Black Pepper Bacon Sandwich, Fried Egg, American, Croissant",4.29,431,1848.99,0.42,2.14,4.29,1842.56
355673,2020-03-25,"Sweet Black Pepper Bacon Sandwich, Fried Egg, American, English Muffin",4.29,9,38.61,0.01,0.0,0.0,38.61
355673,2020-03-25,"Sweet Black Pepper Bacon Sandwich, Fried Egg, American, Multigrain Thin",4.29,4,17.16,0.0,0.0,0.0,17.16
355673,2020-03-25,"Sweet Black Pepper Bacon Sandwich, Fried Egg, American, Sub Egg for Bread",4.29,2,8.58,0.0,0.43,0.0,8.15
355673,2020-03-25,"Sweet Black Pepper Bacon Sandwich, Fried Egg, NoCheese, Bagel",4.29,1,4.29,0.0,0.0,0.0,4.29
355673,2020-03-25,"Sweet Black Pepper Bacon Sandwich, Fried Egg, NoCheese, Croissant",4.29,11,47.19,0.01,0.0,0.0,47.19
355673,2020-03-25,"Sweet Black Pepper Bacon Sandwich, Fried Egg, NoCheese, English Muffin",4.29,1,4.29,0.0,0.0,0.0,4.29
355673,2020-03-25,"Sweet Black Pepper Bacon Sandwich, Fried Egg, White Cheddar, Bagel",4.29,13,55.77,0.01,0.0,0.0,55.77
355673,2020-03-25,"Sweet Black Pepper Bacon Sandwich, Fried Egg, White Cheddar, Croissant",4.29,253,1085.37,0.25,1.06,4.29,1080.02
355673,2020-03-25,"Sweet Black Pepper Bacon Sandwich, Fried Egg, White Cheddar, English Muffin",4.29,4,17.16,0.0,0.0,0.0,17.16
355673,2020-03-25,"Sweet Black Pepper Bacon Sandwich, NoEgg, American, Bagel",3.79,1,3.79,0.0,0.0,0.0,3.79
355673,2020-03-25,"Sweet Black Pepper Bacon Sandwich, NoEgg, American, Croissant",3.79,7,26.53,0.01,0.0,0.0,26.53
355673,2020-03-25,"Sweet Black Pepper Bacon Sandwich, NoEgg, White Cheddar, Croissant",3.79,2,7.58,0.0,0.0,0.0,7.58
355673,2020-03-25,"Turkey Ssg Sand, EWOmlVeggie, American, Bagel",4.29,13,55.77,0.01,0.0,0.0,55.77
355673,2020-03-25,"Turkey Ssg Sand, EWOmlVeggie, American, Croissant",4.29,4,17.16,0.0,0.0,0.0,17.16
355673,2020-03-25,"Turkey Ssg Sand, EWOmlVeggie, American, English Muffin",4.29,20,85.8,0.02,0.0,0.0,85.8
355673,2020-03-25,"Turkey Ssg Sand, EWOmlVeggie, American, Multigrain Thin",4.29,618,2651.22,0.6,4.44,4.29,2642.49
355673,2020-03-25,"Turkey Ssg Sand, EWOmlVeggie, American, Sub Egg for Bread",4.29,1,4.29,0.0,0.0,0.0,4.29
355673,2020-03-25,"Turkey Ssg Sand, EWOmlVeggie, NoCheese, Multigrain Thin",4.29,33,141.57,0.03,0.43,0.0,141.14
355673,2020-03-25,"Turkey Ssg Sand, EWOmlVeggie, White Cheddar, Bagel",4.29,1,4.29,0.0,0.0,0.0,4.29
355673,2020-03-25,"Turkey Ssg Sand, EWOmlVeggie, White Cheddar, Croissant",4.29,2,8.58,0.0,0.0,0.0,8.58
355673,2020-03-25,"Turkey Ssg Sand, EWOmlVeggie, White Cheddar, English Muffin",4.29,8,34.32,0.01,0.0,0.0,34.32
355673,2020-03-25,"Turkey Ssg Sand, EWOmlVeggie, White Cheddar, Multigrain Thin",4.29,219,939.51,0.21,1.92,0.0,937.59
355673,2020-03-25,"Turkey Ssg Sand, Fried Egg, American, Bagel",3.99,49,195.51,0.04,0.0,0.0,195.51
355673,2020-03-25,"Turkey Ssg Sand, Fried Egg, American, Croissant",3.99,130,518.7,0.12,0.8,0.0,517.9
355673,2020-03-25,"Turkey Ssg Sand, Fried Egg, American, English Muffin",3.99,702,2800.98,0.64,1.0,3.99,2795.99
355673,2020-03-25,"Turkey Ssg Sand, Fried Egg, American, Sub Egg for Bread",3.99,1,3.99,0.0,0.0,0.0,3.99
355673,2020-03-25,"Turkey Ssg Sand, Fried Egg, American, Texas Toast",3.99,3,11.97,0.0,0.0,0.0,11.97
355673,2020-03-25,"Turkey Ssg Sand, Fried Egg, NoCheese, Bagel",3.99,11,43.89,0.01,0.0,0.0,43.89
355673,2020-03-25,"Turkey Ssg Sand, Fried Egg, NoCheese, Croissant",3.99,2,7.98,0.0,0.0,0.0,7.98
355673,2020-03-25,"Turkey Ssg Sand, Fried Egg, NoCheese, English Muffin",3.99,26,103.74,0.02,0.0,0.0,103.74
355673,2020-03-25,"Turkey Ssg Sand, Fried Egg, NoCheese, Multigrain Thin",3.99,4,15.96,0.0,0.0,0.0,15.96
355673,2020-03-25,"Turkey Ssg Sand, Fried Egg, White Cheddar, Croissant",3.99,1,3.99,0.0,0.0,0.0,3.99
355673,2020-03-25,"Turkey Ssg Sand, Fried Egg, White Cheddar, English Muffin",3.99,1,3.99,0.0,0.0,0.0,3.99
355673,2020-03-25,"Turkey Ssg Sand, NoEgg, American, Croissant",3.69,4,14.76,0.0,0.0,0.0,14.76
355673,2020-03-25,"Turkey Ssg Sand, NoEgg, American, English Muffin",3.69,30,110.7,0.03,0.0,0.0,110.7
355673,2020-03-25,"Turkey Ssg Sand, NoEgg, American, Multigrain Thin",3.99,2,7.98,0.0,0.0,0.0,7.98
355673,2020-03-25,Snacking Bacon,2.79,254,708.66,0.16,0.0,0.0,708.66
